Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
21,Yes,Travel_Frequently,432,Software,18,1,Medical,1,573,4,Female,90,3,5,Sales Executive,3,Married,10729,203851,8,Y,No,24,1,1,80,2,16,6,4,9,1,1,2
59,Yes,Non-Travel,163,Sales,11,5,Medical,1,574,1,Male,112,1,3,Sales Representative,2,Married,2550,17850,4,Y,Yes,2,3,4,80,4,14,6,3,3,3,2,1
26,No,Travel_Frequently,317,Support,29,2,Marketing,1,575,3,Female,72,3,3,Healthcare Representative,3,Single,39734,556276,4,Y,No,14,1,2,80,1,8,5,2,8,6,1,8
44,No,Travel_Rarely,1362,Support,16,1,Medical,1,576,1,Male,132,4,1,Manufacturing Director,4,Single,38797,775940,8,Y,No,0,2,2,80,3,22,5,3,21,4,14,4
53,No,Non-Travel,1074,Hardware,37,1,Life Sciences,1,577,1,Female,198,1,5,Manager,4,Married,40374,645984,8,Y,Yes,26,1,3,80,3,29,1,2,4,2,4,4
43,Yes,Non-Travel,690,Human Resources,10,4,Technical Degree,1,578,2,Female,97,2,4,Healthcare Representative,1,Married,29168,670864,3,Y,Yes,1,1,3,80,1,5,5,3,3,2,1,3
20,No,Non-Travel,113,Human Resources,9,4,Life Sciences,1,579,2,Male,147,3,2,Research Scientist,1,Single,47059,1223534,4,Y,Yes,12,4,2,80,4,4,4,2,1,1,1,1
20,Yes,Non-Travel,1393,Support,20,1,Other,1,580,1,Female,42,2,4,Manufacturing Director,3,Single,39095,742805,7,Y,Yes,17,3,3,80,3,29,4,2,1,1,1,1
52,Yes,Travel_Rarely,598,Support,17,1,Other,1,581,2,Male,102,4,1,Sales Representative,1,Single,6094,73128,5,Y,Yes,3,1,1,80,3,20,6,4,14,2,11,2
21,Yes,Travel_Frequently,1293,Support,10,1,Life Sciences,1,582,2,Male,153,2,4,Manager,2,Single,49189,196756,2,Y,Yes,49,3,4,80,1,1,6,2,1,1,1,1
59,Yes,Non-Travel,420,Sales,44,2,Technical Degree,1,583,1,Male,123,4,5,Manufacturing Director,4,Married,19009,437207,0,Y,No,17,1,3,80,4,23,4,4,7,4,7,5
52,No,Travel_Frequently,1395,Research & Development,1,5,Medical,1,584,2,Female,168,2,4,Research Scientist,2,Married,29333,205331,6,Y,No,44,2,1,80,3,20,6,2,14,14,14,14
47,Yes,Travel_Rarely,1379,Research & Development,37,5,Marketing,1,585,1,Female,187,4,3,Sales Representative,1,Single,43908,1009884,3,Y,No,13,1,2,80,3,28,4,1,15,15,6,1
21,Yes,Travel_Frequently,1459,Support,42,5,Technical Degree,1,586,2,Female,118,4,2,Sales Executive,1,Divorced,18445,258230,6,Y,No,3,2,4,80,2,32,3,1,19,2,19,4
37,No,Non-Travel,538,Human Resources,28,3,Other,1,587,4,Female,140,2,3,Sales Executive,3,Married,3251,42263,5,Y,Yes,27,3,4,80,1,33,3,1,10,3,3,10
53,No,Travel_Frequently,337,Support,22,5,Life Sciences,1,588,3,Male,54,2,2,Healthcare Representative,1,Married,27087,325044,8,Y,No,44,4,2,80,1,21,4,4,11,10,4,1
26,No,Travel_Frequently,291,Software,14,3,Other,1,589,3,Female,78,2,2,Sales Executive,2,Divorced,9027,270810,1,Y,Yes,12,3,4,80,3,17,1,1,1,1,1,1
46,Yes,Travel_Frequently,1054,Support,4,1,Marketing,1,590,1,Female,161,4,5,Research Director,2,Divorced,42621,1022904,8,Y,Yes,14,3,2,80,4,2,1,1,2,2,2,1
19,No,Travel_Rarely,1215,Support,20,2,Life Sciences,1,591,4,Male,167,4,3,Sales Executive,1,Divorced,28747,316217,1,Y,No,27,1,1,80,4,40,6,4,9,7,5,9
44,No,Travel_Frequently,1314,Sales,20,1,Human Resources,1,592,2,Male,179,2,2,Human Resources,3,Divorced,29083,174498,3,Y,Yes,37,3,3,80,1,25,1,1,7,3,4,7
27,Yes,Non-Travel,945,Research & Development,27,2,Technical Degree,1,593,2,Male,161,3,3,Sales Representative,2,Divorced,28193,140965,3,Y,No,6,1,3,80,2,14,4,4,5,3,2,1
31,No,Non-Travel,905,Research & Development,6,3,Life Sciences,1,594,3,Male,158,3,1,Sales Executive,4,Married,26475,264750,3,Y,No,3,2,1,80,4,20,6,3,6,2,5,3
41,No,Travel_Frequently,254,Support,33,3,Medical,1,595,2,Female,90,3,2,Research Director,4,Single,39356,78712,6,Y,Yes,7,4,1,80,1,20,5,2,12,5,8,3
31,No,Travel_Frequently,407,Hardware,31,3,Other,1,596,2,Female,156,3,4,Developer,2,Single,16664,383272,0,Y,Yes,2,4,1,80,1,15,4,4,2,1,2,1
60,Yes,Non-Travel,1063,Software,10,1,Other,1,597,2,Female,80,4,3,Human Resources,4,Divorced,14525,72625,4,Y,No,44,1,1,80,1,19,1,2,19,17,11,5
25,No,Travel_Frequently,944,Hardware,21,4,Life Sciences,1,598,2,Female,145,1,3,Sales Executive,3,Single,35557,604469,1,Y,Yes,17,3,4,80,4,1,6,3,1,1,1,1
33,Yes,Travel_Rarely,1065,Human Resources,31,3,Human Resources,1,599,2,Male,191,3,1,Research Scientist,4,Divorced,39921,598815,7,Y,Yes,45,4,2,80,1,13,3,2,9,2,8,8
60,Yes,Travel_Rarely,1109,Support,20,3,Technical Degree,1,600,3,Male,59,2,4,Developer,2,Single,23764,665392,3,Y,No,23,4,3,80,4,34,6,3,5,4,2,5
49,Yes,Non-Travel,1205,Software,15,4,Marketing,1,601,1,Female,173,3,3,Healthcare Representative,2,Married,44863,179452,0,Y,No,38,2,2,80,3,13,5,2,3,3,1,1
40,No,Travel_Rarely,1498,Support,47,2,Medical,1,602,3,Male,116,2,1,Sales Representative,4,Divorced,20423,551421,5,Y,No,39,2,3,80,1,14,2,2,13,5,10,6
32,No,Travel_Rarely,568,Software,44,2,Other,1,603,4,Male,132,2,5,Research Scientist,3,Married,4864,53504,6,Y,No,8,2,2,80,2,34,1,1,2,2,2,2
33,No,Travel_Rarely,1079,Human Resources,29,3,Marketing,1,604,2,Female,76,2,4,Human Resources,1,Divorced,17372,347440,8,Y,No,15,2,1,80,1,36,2,3,34,3,5,1
37,No,Travel_Frequently,1250,Software,20,2,Human Resources,1,605,4,Female,46,4,2,Healthcare Representative,4,Single,49613,1289938,5,Y,No,38,1,1,80,1,2,3,4,2,1,2,2
40,Yes,Non-Travel,729,Software,38,5,Medical,1,606,1,Male,46,2,4,Healthcare Representative,2,Divorced,3362,43706,2,Y,Yes,13,3,4,80,2,20,2,2,10,6,5,6
35,Yes,Travel_Frequently,1245,Human Resources,37,5,Technical Degree,1,607,4,Male,32,2,4,Research Director,2,Single,49282,1330614,1,Y,No,6,1,1,80,2,22,2,4,22,11,21,5
42,Yes,Travel_Frequently,267,Research & Development,36,2,Human Resources,1,608,4,Female,37,3,5,Sales Representative,4,Married,40501,364509,6,Y,Yes,49,1,3,80,2,14,2,2,9,5,9,5
57,Yes,Non-Travel,1423,Support,17,2,Technical Degree,1,609,1,Female,106,4,4,Developer,1,Divorced,15087,407349,3,Y,No,24,4,4,80,2,5,5,2,1,1,1,1
25,Yes,Travel_Frequently,827,Human Resources,40,2,Marketing,1,610,4,Female,121,1,3,Laboratory Technician,4,Single,27607,828210,2,Y,No,26,4,3,80,1,7,3,1,5,2,3,3
23,No,Travel_Frequently,1145,Software,4,4,Medical,1,611,2,Male,44,3,3,Laboratory Technician,2,Divorced,12541,376230,0,Y,No,15,3,1,80,4,14,2,4,7,1,6,1
34,Yes,Non-Travel,976,Sales,23,4,Marketing,1,612,1,Male,179,4,1,Healthcare Representative,4,Married,17662,158958,5,Y,No,47,3,3,80,1,31,1,1,2,1,1,2
20,Yes,Travel_Rarely,873,Research & Development,1,1,Marketing,1,613,1,Male,43,4,3,Research Director,2,Married,48349,725235,4,Y,No,4,4,1,80,4,6,3,3,2,1,2,2
42,No,Non-Travel,547,Support,48,3,Marketing,1,614,3,Female,158,1,4,Research Scientist,1,Single,19059,285885,5,Y,Yes,16,4,1,80,3,20,5,2,7,7,6,2
46,No,Travel_Rarely,1037,Sales,8,5,Medical,1,615,2,Female,152,2,3,Manager,2,Single,4366,26196,0,Y,No,11,3,3,80,3,1,2,4,1,1,1,1
36,Yes,Travel_Rarely,1276,Hardware,16,5,Marketing,1,616,1,Male,76,2,4,Laboratory Technician,2,Married,22825,136950,1,Y,Yes,40,4,1,80,3,8,4,1,3,2,1,1
34,No,Travel_Frequently,802,Support,26,2,Technical Degree,1,617,2,Female,105,4,3,Research Director,3,Married,4561,4561,8,Y,Yes,34,3,3,80,2,29,3,2,19,2,7,15
35,Yes,Travel_Rarely,705,Human Resources,16,5,Other,1,618,1,Female,98,1,5,Human Resources,1,Divorced,10503,115533,4,Y,Yes,24,3,2,80,1,1,6,1,1,1,1,1
59,Yes,Non-Travel,711,Hardware,3,5,Life Sciences,1,619,1,Female,179,1,5,Manufacturing Director,3,Divorced,13438,174694,7,Y,No,15,4,2,80,2,32,4,4,24,23,6,23
56,Yes,Travel_Rarely,1371,Sales,23,2,Medical,1,620,2,Male,177,2,2,Laboratory Technician,4,Married,9893,187967,4,Y,No,30,1,3,80,2,11,5,2,3,2,2,3
57,No,Travel_Rarely,940,Software,25,5,Medical,1,621,1,Female,183,1,5,Laboratory Technician,4,Single,26823,482814,2,Y,Yes,44,3,2,80,3,39,1,1,29,25,15,8
46,No,Travel_Frequently,210,Hardware,40,4,Medical,1,622,2,Female,190,4,1,Manufacturing Director,1,Married,28327,453232,2,Y,Yes,26,2,4,80,2,38,6,1,34,15,21,27
23,No,Travel_Frequently,1234,Support,48,3,Other,1,623,4,Male,181,4,4,Healthcare Representative,2,Married,28487,427305,3,Y,Yes,0,3,2,80,4,11,4,1,6,1,1,1
34,Yes,Travel_Rarely,515,Software,48,5,Life Sciences,1,624,2,Female,133,4,5,Laboratory Technician,2,Married,5671,170130,8,Y,Yes,27,2,2,80,4,29,3,3,20,6,10,6
23,No,Travel_Frequently,576,Software,38,2,Other,1,625,1,Male,145,1,3,Healthcare Representative,4,Divorced,48517,1309959,2,Y,No,24,3,3,80,1,36,6,2,3,1,3,3
43,Yes,Travel_Rarely,866,Support,42,5,Life Sciences,1,626,2,Female,31,2,2,Sales Representative,3,Married,41743,250458,5,Y,Yes,16,3,2,80,1,26,6,1,26,7,25,8
24,Yes,Travel_Rarely,550,Hardware,3,3,Technical Degree,1,627,3,Female,192,2,4,Sales Representative,1,Divorced,21885,196965,5,Y,No,16,2,1,80,3,27,6,2,11,1,11,8
60,Yes,Travel_Frequently,1279,Sales,11,4,Marketing,1,628,2,Female,77,3,1,Developer,4,Single,15330,398580,5,Y,No,36,2,1,80,1,31,4,1,13,4,3,4
30,Yes,Travel_Rarely,1338,Software,7,1,Life Sciences,1,629,1,Female,199,1,2,Research Scientist,4,Single,8154,73386,8,Y,Yes,31,4,4,80,2,14,2,1,11,11,7,10
19,No,Travel_Frequently,1301,Research & Development,25,2,Technical Degree,1,630,1,Female,36,2,4,Healthcare Representative,1,Married,24501,294012,0,Y,No,4,1,4,80,3,13,6,1,10,5,8,6
53,No,Travel_Rarely,637,Research & Development,22,2,Medical,1,631,4,Female,200,4,5,Developer,2,Married,45742,1189292,6,Y,Yes,22,2,2,80,3,9,6,3,1,1,1,1
45,Yes,Travel_Rarely,163,Support,32,5,Marketing,1,632,2,Male,69,1,3,Human Resources,1,Married,40382,161528,2,Y,No,17,2,2,80,4,7,2,2,5,1,4,2
18,No,Travel_Frequently,516,Research & Development,30,1,Human Resources,1,633,4,Female,119,2,2,Manufacturing Director,2,Divorced,26714,186998,6,Y,No,2,2,2,80,1,35,6,3,17,17,16,11
52,Yes,Travel_Frequently,1065,Support,38,3,Life Sciences,1,634,2,Male,46,1,2,Laboratory Technician,3,Married,29114,407596,6,Y,Yes,32,4,2,80,4,1,6,4,1,1,1,1
52,Yes,Travel_Rarely,1006,Software,16,3,Life Sciences,1,635,2,Female,144,3,1,Sales Executive,1,Divorced,40496,1133888,7,Y,Yes,31,3,2,80,2,31,3,3,7,6,6,1
51,No,Travel_Frequently,966,Sales,24,2,Other,1,636,2,Male,90,1,1,Research Director,3,Divorced,9144,274320,3,Y,Yes,3,2,4,80,3,7,3,4,1,1,1,1
19,No,Travel_Rarely,143,Sales,29,2,Other,1,637,1,Male,38,4,1,Sales Executive,4,Single,47493,1139832,3,Y,No,32,2,4,80,1,9,4,1,8,3,5,6
36,No,Travel_Rarely,871,Hardware,3,5,Human Resources,1,638,3,Male,31,3,5,Sales Executive,2,Single,23571,494991,0,Y,Yes,45,4,1,80,1,37,2,1,14,7,14,3
28,No,Non-Travel,957,Software,30,5,Technical Degree,1,639,1,Male,145,3,3,Human Resources,2,Divorced,6010,138230,7,Y,Yes,19,4,1,80,3,34,6,3,29,19,9,18
26,Yes,Travel_Rarely,497,Support,6,3,Life Sciences,1,640,4,Male,82,1,3,Manager,2,Married,19708,315328,0,Y,Yes,25,2,2,80,1,1,3,2,1,1,1,1
30,Yes,Travel_Rarely,1025,Sales,32,4,Life Sciences,1,641,4,Male,94,2,1,Healthcare Representative,4,Divorced,38444,653548,0,Y,Yes,12,2,1,80,2,29,6,3,27,11,22,26
29,Yes,Travel_Rarely,381,Sales,7,5,Marketing,1,642,3,Female,152,4,2,Research Director,4,Divorced,40561,730098,2,Y,Yes,27,1,4,80,4,31,5,1,28,21,21,4
28,No,Travel_Rarely,782,Human Resources,25,2,Life Sciences,1,643,1,Female,78,4,3,Laboratory Technician,4,Married,35164,984592,3,Y,Yes,48,4,2,80,3,27,1,2,15,8,2,3
20,Yes,Travel_Rarely,1244,Support,22,5,Medical,1,644,2,Male,33,3,2,Human Resources,1,Married,45412,408708,5,Y,No,12,3,2,80,2,19,5,3,13,5,7,1
25,Yes,Travel_Rarely,1314,Hardware,13,4,Marketing,1,645,3,Male,119,4,2,Research Scientist,3,Divorced,7023,175575,8,Y,No,34,1,1,80,4,9,1,2,8,3,4,2
41,Yes,Non-Travel,550,Hardware,50,2,Other,1,646,2,Male,180,3,5,Research Director,4,Married,39186,78372,3,Y,No,3,4,3,80,4,24,6,2,9,8,9,2
59,No,Travel_Rarely,515,Software,32,2,Human Resources,1,647,2,Male,59,2,5,Research Director,2,Divorced,9949,208929,0,Y,Yes,45,4,4,80,3,27,3,2,27,12,25,8
35,No,Travel_Frequently,588,Research & Development,23,4,Technical Degree,1,648,4,Female,102,3,2,Sales Representative,3,Married,2804,16824,5,Y,Yes,41,3,2,80,3,27,1,3,20,19,11,10
23,No,Travel_Frequently,1041,Sales,2,4,Other,1,649,1,Female,52,4,2,Human Resources,4,Married,27531,660744,2,Y,No,4,1,4,80,1,39,5,4,2,1,1,2
60,No,Travel_Rarely,714,Hardware,11,1,Human Resources,1,650,4,Male,158,1,2,Research Director,1,Married,29185,846365,6,Y,No,1,4,2,80,1,31,1,3,8,4,3,4
44,Yes,Non-Travel,440,Software,10,3,Medical,1,651,4,Male,104,2,4,Manufacturing Director,2,Divorced,10063,140882,1,Y,No,3,2,2,80,3,7,5,2,1,1,1,1
44,Yes,Travel_Rarely,1371,Hardware,16,3,Life Sciences,1,652,3,Female,101,2,1,Sales Executive,3,Married,32116,738668,6,Y,Yes,10,1,1,80,2,11,3,2,6,3,1,1
35,Yes,Travel_Rarely,1393,Human Resources,48,4,Medical,1,653,4,Female,54,2,3,Manufacturing Director,1,Single,30959,247672,3,Y,No,19,2,4,80,4,3,4,4,1,1,1,1
39,Yes,Non-Travel,234,Support,30,2,Marketing,1,654,1,Male,75,3,3,Manager,2,Married,7649,198874,7,Y,Yes,21,2,4,80,1,5,1,4,1,1,1,1
19,No,Travel_Frequently,540,Software,23,1,Other,1,655,3,Female,183,2,5,Laboratory Technician,3,Married,34000,578000,0,Y,No,39,4,3,80,2,8,4,3,7,4,5,4
35,No,Travel_Rarely,405,Research & Development,22,2,Life Sciences,1,656,4,Male,53,1,2,Sales Representative,2,Married,40230,643680,3,Y,Yes,11,4,4,80,3,32,6,2,26,21,7,26
22,Yes,Travel_Rarely,137,Hardware,3,2,Human Resources,1,657,1,Female,152,2,2,Laboratory Technician,2,Single,7330,124610,5,Y,No,9,3,3,80,4,38,6,4,19,19,2,1
23,Yes,Travel_Rarely,484,Human Resources,43,4,Medical,1,658,3,Male,101,1,3,Human Resources,4,Divorced,8243,49458,4,Y,No,28,4,4,80,1,23,5,2,2,2,1,1
29,Yes,Non-Travel,303,Hardware,25,4,Technical Degree,1,659,1,Male,142,1,2,Healthcare Representative,4,Divorced,32649,65298,0,Y,Yes,12,4,1,80,3,34,2,3,31,15,31,7
54,No,Travel_Rarely,1150,Support,45,1,Life Sciences,1,660,1,Male,98,1,2,Developer,2,Married,6148,129108,2,Y,Yes,34,1,4,80,4,9,5,2,9,2,6,5
39,No,Travel_Frequently,1408,Hardware,13,4,Other,1,661,1,Male,98,2,1,Developer,3,Single,20545,328720,1,Y,Yes,37,3,4,80,3,7,4,4,1,1,1,1
33,Yes,Travel_Rarely,194,Human Resources,33,5,Technical Degree,1,662,4,Male,177,2,3,Laboratory Technician,3,Single,12920,206720,4,Y,Yes,48,2,3,80,1,29,5,2,7,1,4,5
40,No,Travel_Rarely,272,Research & Development,9,3,Technical Degree,1,663,3,Male,181,3,3,Human Resources,3,Married,5385,37695,6,Y,Yes,9,2,2,80,4,19,4,3,9,7,7,4
49,Yes,Non-Travel,115,Human Resources,7,3,Medical,1,664,2,Female,109,3,1,Developer,3,Single,48956,97912,2,Y,Yes,10,4,2,80,2,36,5,1,19,9,8,14
44,Yes,Travel_Frequently,622,Research & Development,26,1,Other,1,665,4,Female,125,2,3,Healthcare Representative,3,Single,35725,1036025,6,Y,Yes,16,3,4,80,2,18,3,3,9,5,4,1
42,Yes,Travel_Frequently,937,Hardware,1,4,Other,1,666,3,Male,160,4,5,Healthcare Representative,1,Single,26147,758263,2,Y,No,30,2,2,80,1,38,2,2,20,9,11,18
33,No,Travel_Frequently,1153,Software,20,1,Life Sciences,1,667,3,Male,179,4,5,Research Scientist,1,Single,8661,216525,2,Y,No,40,1,2,80,2,22,4,4,14,11,8,10
27,Yes,Travel_Rarely,236,Research & Development,45,5,Other,1,668,1,Female,30,2,1,Developer,2,Divorced,8302,33208,6,Y,Yes,39,3,3,80,4,23,4,3,20,13,11,18
58,Yes,Travel_Frequently,570,Human Resources,6,3,Life Sciences,1,669,3,Female,37,4,5,Sales Executive,4,Married,9057,36228,1,Y,No,34,3,3,80,2,1,2,2,1,1,1,1
48,Yes,Travel_Frequently,371,Sales,38,5,Other,1,670,1,Female,189,2,4,Sales Executive,3,Single,11615,58075,4,Y,Yes,21,3,4,80,3,24,4,3,24,23,12,19
19,Yes,Travel_Rarely,460,Software,30,3,Marketing,1,671,4,Female,84,2,4,Sales Executive,1,Married,27106,813180,5,Y,Yes,46,2,1,80,2,20,6,3,16,6,12,9
47,No,Travel_Frequently,782,Software,19,4,Other,1,672,4,Female,90,2,3,Developer,2,Married,37355,821810,6,Y,No,15,1,4,80,4,32,4,3,2,2,2,2
40,Yes,Travel_Frequently,1236,Research & Development,17,1,Marketing,1,673,2,Male,49,3,3,Research Director,3,Single,40134,963216,3,Y,Yes,46,2,4,80,3,5,6,3,2,2,1,1
33,Yes,Travel_Frequently,1236,Sales,17,2,Human Resources,1,674,1,Male,56,1,5,Developer,1,Married,41467,248802,5,Y,Yes,1,2,4,80,2,16,2,3,13,12,12,12
30,Yes,Travel_Frequently,729,Software,21,4,Technical Degree,1,675,1,Female,182,4,3,Sales Executive,1,Single,7115,28460,1,Y,No,25,3,1,80,1,36,2,3,8,7,1,3
52,No,Travel_Frequently,226,Software,32,4,Life Sciences,1,676,1,Male,197,1,2,Research Scientist,1,Divorced,8281,107653,4,Y,Yes,21,2,2,80,1,24,4,1,6,1,6,5
29,No,Travel_Frequently,1176,Human Resources,15,2,Other,1,677,2,Female,133,2,3,Research Scientist,2,Single,36803,184015,5,Y,No,24,1,2,80,2,33,2,3,25,1,25,14
60,No,Non-Travel,1081,Research & Development,46,4,Medical,1,678,3,Female,171,1,1,Sales Executive,2,Single,8007,240210,4,Y,No,35,3,3,80,4,13,3,3,1,1,1,1
25,Yes,Non-Travel,1261,Support,38,5,Human Resources,1,679,2,Male,32,3,3,Laboratory Technician,2,Married,2947,14735,3,Y,No,8,3,1,80,3,35,3,4,12,1,2,7
57,No,Travel_Rarely,863,Sales,14,4,Technical Degree,1,680,3,Male,68,4,3,Research Scientist,1,Divorced,30207,543726,2,Y,No,34,4,3,80,1,8,6,3,8,1,2,6
40,Yes,Non-Travel,653,Support,1,1,Medical,1,681,4,Female,89,2,3,Manager,1,Single,42506,382554,4,Y,Yes,26,4,1,80,2,1,6,3,1,1,1,1
31,Yes,Non-Travel,568,Human Resources,31,4,Marketing,1,682,4,Female,165,2,3,Sales Representative,2,Married,47928,1150272,3,Y,No,33,4,4,80,1,21,3,3,10,10,10,8
28,Yes,Travel_Rarely,1432,Hardware,48,4,Technical Degree,1,683,3,Male,188,4,2,Sales Executive,2,Divorced,35313,70626,0,Y,No,11,1,1,80,2,31,3,3,31,15,28,8
48,Yes,Non-Travel,1168,Software,20,1,Life Sciences,1,684,1,Female,78,3,2,Healthcare Representative,4,Single,29693,564167,8,Y,Yes,43,2,3,80,1,9,3,3,8,1,7,5
50,Yes,Travel_Frequently,907,Research & Development,44,2,Life Sciences,1,685,3,Male,176,2,1,Manufacturing Director,2,Single,26123,574706,4,Y,Yes,18,4,2,80,2,34,3,2,10,7,8,9
25,No,Non-Travel,906,Support,4,1,Other,1,686,4,Male,110,1,1,Developer,3,Single,29024,812672,5,Y,No,22,1,2,80,1,21,6,1,14,12,7,5
20,Yes,Travel_Rarely,141,Research & Development,17,4,Other,1,687,2,Male,191,4,5,Developer,3,Divorced,12475,174650,3,Y,Yes,39,1,4,80,1,6,5,3,2,1,1,2
58,No,Non-Travel,1117,Human Resources,35,3,Medical,1,688,1,Female,105,2,5,Sales Executive,3,Single,43699,262194,6,Y,No,28,3,3,80,1,3,2,2,2,1,2,1
49,No,Travel_Frequently,986,Sales,6,1,Human Resources,1,689,4,Female,71,2,4,Human Resources,4,Married,34319,411828,6,Y,No,17,1,4,80,3,4,6,4,3,2,3,1
35,No,Travel_Rarely,243,Sales,13,3,Technical Degree,1,690,4,Male,64,4,2,Research Director,4,Married,49413,1482390,2,Y,No,39,3,4,80,4,30,2,2,5,2,1,4
47,No,Non-Travel,1221,Human Resources,45,2,Human Resources,1,691,4,Male,40,4,5,Research Scientist,2,Single,13835,345875,6,Y,Yes,13,3,2,80,2,33,3,1,30,8,18,19
45,No,Travel_Rarely,852,Human Resources,49,2,Technical Degree,1,692,3,Male,127,3,2,Manager,4,Married,25053,75159,4,Y,Yes,7,3,4,80,1,18,5,1,4,4,3,2
50,Yes,Travel_Frequently,527,Hardware,39,3,Other,1,693,1,Female,92,1,3,Healthcare Representative,3,Married,6386,121334,1,Y,No,43,3,1,80,3,3,1,1,2,1,2,2
24,No,Travel_Frequently,206,Human Resources,26,4,Medical,1,694,4,Female,177,1,3,Developer,4,Divorced,49252,1477560,0,Y,No,24,1,3,80,2,10,4,4,4,1,4,4
53,Yes,Travel_Rarely,980,Sales,15,4,Human Resources,1,695,3,Female,150,4,1,Manufacturing Director,2,Married,36035,612595,1,Y,No,48,4,2,80,4,17,3,2,5,2,1,4
39,Yes,Non-Travel,1097,Support,37,2,Technical Degree,1,696,2,Female,171,1,3,Sales Executive,1,Single,10423,10423,1,Y,Yes,37,4,1,80,1,10,4,1,6,6,3,5
25,Yes,Travel_Frequently,1480,Sales,38,2,Human Resources,1,697,3,Female,79,2,3,Sales Representative,1,Married,1585,25360,3,Y,No,35,3,4,80,4,26,2,3,10,4,7,9
30,Yes,Travel_Rarely,192,Software,41,2,Technical Degree,1,698,4,Male,155,1,3,Research Scientist,4,Divorced,34959,1048770,3,Y,No,33,4,4,80,4,26,3,4,26,4,2,8
52,No,Travel_Frequently,1315,Sales,4,1,Human Resources,1,699,2,Female,165,1,4,Manager,4,Single,1544,21616,5,Y,Yes,0,3,1,80,4,39,6,3,1,1,1,1
34,No,Non-Travel,1120,Research & Development,10,1,Marketing,1,700,4,Male,148,3,5,Research Director,2,Married,50782,1421896,2,Y,Yes,34,3,3,80,4,30,4,2,26,23,23,9
29,No,Non-Travel,386,Research & Development,12,2,Technical Degree,1,701,2,Male,190,3,1,Research Director,1,Divorced,38993,779860,6,Y,No,24,4,3,80,4,22,6,3,15,1,12,15
29,Yes,Non-Travel,410,Hardware,21,2,Technical Degree,1,702,1,Male,130,1,4,Developer,2,Single,15931,414206,3,Y,No,15,3,2,80,2,18,5,3,9,6,4,9
23,No,Non-Travel,761,Human Resources,12,4,Marketing,1,703,2,Male,36,1,5,Developer,1,Married,29756,535608,5,Y,Yes,30,3,4,80,3,33,2,2,1,1,1,1
30,No,Travel_Rarely,1253,Human Resources,17,5,Medical,1,704,3,Female,56,4,1,Research Director,3,Married,4379,26274,6,Y,No,5,4,4,80,4,35,6,1,24,13,2,20
26,No,Travel_Rarely,611,Human Resources,9,2,Human Resources,1,705,4,Male,31,4,3,Research Director,3,Single,49845,1196280,5,Y,No,29,3,4,80,1,37,1,2,15,6,10,3
57,No,Travel_Frequently,1069,Hardware,25,5,Other,1,706,1,Female,43,1,2,Developer,2,Divorced,3761,37610,4,Y,Yes,48,3,3,80,2,20,3,1,1,1,1,1
21,No,Travel_Rarely,1293,Support,40,5,Life Sciences,1,707,2,Female,114,1,1,Research Director,1,Single,20583,82332,7,Y,No,16,1,4,80,4,35,4,4,7,7,5,2
32,No,Travel_Frequently,156,Support,22,1,Medical,1,708,4,Female,68,1,2,Manager,1,Divorced,42207,675312,6,Y,No,36,4,1,80,2,33,2,1,8,3,5,1
36,No,Travel_Rarely,1117,Human Resources,17,1,Other,1,709,1,Male,57,2,3,Developer,1,Single,42377,254262,3,Y,Yes,3,4,1,80,2,2,6,3,2,2,1,1
54,Yes,Travel_Rarely,520,Hardware,18,5,Medical,1,710,3,Female,83,1,4,Manager,1,Single,23959,239590,5,Y,Yes,35,3,1,80,1,25,4,2,13,11,2,5
45,Yes,Travel_Frequently,1481,Human Resources,49,3,Medical,1,711,1,Male,87,3,4,Research Director,1,Divorced,50547,960393,0,Y,No,45,1,4,80,1,37,6,4,27,7,7,26
28,No,Travel_Rarely,833,Support,32,2,Life Sciences,1,712,4,Female,140,4,4,Manager,4,Single,15972,367356,7,Y,Yes,4,4,2,80,2,38,1,3,31,27,13,6
23,Yes,Non-Travel,995,Research & Development,10,1,Human Resources,1,713,3,Female,103,2,5,Sales Representative,3,Divorced,29172,641784,2,Y,Yes,5,3,1,80,3,20,1,2,15,14,13,12
54,No,Travel_Frequently,747,Hardware,31,1,Life Sciences,1,714,3,Male,156,2,2,Human Resources,1,Divorced,40170,562380,6,Y,Yes,18,1,2,80,4,31,4,2,27,22,11,9
49,Yes,Non-Travel,1192,Research & Development,15,2,Technical Degree,1,715,3,Female,189,4,1,Manager,1,Divorced,31377,596163,2,Y,Yes,4,4,1,80,3,19,1,1,7,5,5,3
55,Yes,Non-Travel,194,Support,50,3,Marketing,1,716,4,Female,187,3,1,Manager,4,Single,38561,77122,6,Y,Yes,40,3,2,80,4,34,5,2,14,5,7,3
